client_id	path	sentence	up_votes	down_votes	age	gender	accent
198e971aeb895cf69657b82daf93ae1783ff1f9ca62cfc41b4dc06c3f353508ca40095ab2776cff00ba69fa0f33c94ab8e11fd4a90051c87fa511c4783569538	common_voice_mn_18986308.mp3	Сэтгүүлч хана түшээд шалан дээр хагас хэвтэж байлаа.	2	0			
19da5d957ce7c912d59c4b712e3359dc0e88c416f43cbae25c00ccc6ca8a01cb0728d0c47be1afd8830b746d18e5307087e494bf970540589f0086482143e577	common_voice_mn_18584009.mp3	Харин хөдөөний ажил сурах болов уу л гэж аминдаа зовох юм.	2	0			
19da5d957ce7c912d59c4b712e3359dc0e88c416f43cbae25c00ccc6ca8a01cb0728d0c47be1afd8830b746d18e5307087e494bf970540589f0086482143e577	common_voice_mn_18584010.mp3	Зөвхөн эрдэмтэн хүн л үүний учрыг олж тайлбарлаж чадна.	2	1			
19da5d957ce7c912d59c4b712e3359dc0e88c416f43cbae25c00ccc6ca8a01cb0728d0c47be1afd8830b746d18e5307087e494bf970540589f0086482143e577	common_voice_mn_18584011.mp3	Гансүх тэр орой гадуур гарч хүүхэдтэй тоглосон ч үгүй, гэртээ холхисоор байв.	2	0			
2116d8640894003be42db2df9a39bba0cbce777c6fe028069b4ce9af04678ea6a1e1d94d5d5fbe53cf3928ce313158d9bf33ef393b72b72b313ceb8be9552553	common_voice_mn_18758744.mp3	Дөрвөн толгой цаасан дээр буулгасан зураг руу тонгойв.	2	1			
2116d8640894003be42db2df9a39bba0cbce777c6fe028069b4ce9af04678ea6a1e1d94d5d5fbe53cf3928ce313158d9bf33ef393b72b72b313ceb8be9552553	common_voice_mn_18758746.mp3	Тийм байж таарлаа шүү гээд хамгаалагчид инээлдэв.	2	0			
2116d8640894003be42db2df9a39bba0cbce777c6fe028069b4ce9af04678ea6a1e1d94d5d5fbe53cf3928ce313158d9bf33ef393b72b72b313ceb8be9552553	common_voice_mn_18758747.mp3	Хөрс шороотой л газар бол амьдарч байх хугацаандаа мод суулгаарай.	2	0			
31818d7072d30485c18ff23d68d252303ca5632c8b5aa03a67d1470e67242be5b2786a7f4a651f32eca5015becf10d686a6d6d06255f688cf8e133863825e266	common_voice_mn_18581002.mp3	Хүн ам өссөнөөр хот тохижилт, ялангуяа хог хаягдлын асуудал илүү хүндрэлтэй болжээ.	2	0			
31818d7072d30485c18ff23d68d252303ca5632c8b5aa03a67d1470e67242be5b2786a7f4a651f32eca5015becf10d686a6d6d06255f688cf8e133863825e266	common_voice_mn_18581003.mp3	Их Төрөлхтөн өлбөрч үхэх шахсан эх барыг хараад өөрийн эрхгүй өрөвдөх сэтгэл төржээ.	2	0			
31818d7072d30485c18ff23d68d252303ca5632c8b5aa03a67d1470e67242be5b2786a7f4a651f32eca5015becf10d686a6d6d06255f688cf8e133863825e266	common_voice_mn_18581004.mp3	Арван цагийн үед хүүхдүүд бид хоёрыг сэрээлээ.	2	0			
803ac9a2175c5faa6100a91e4f4e3b079d5a02ad3f993727ca115a52c64f959bfb09f1b783555d21b0fc24ea586a217ed907f8013a3417140583f9c26ca6617e	common_voice_mn_18606194.mp3	Тэр дөрвөн хоригдлын нэг нь Глымов байв.	2	1			
803ac9a2175c5faa6100a91e4f4e3b079d5a02ad3f993727ca115a52c64f959bfb09f1b783555d21b0fc24ea586a217ed907f8013a3417140583f9c26ca6617e	common_voice_mn_18606196.mp3	Гэтэл, нөхрийнхөө хамт радийг нээн илрүүлж байхдаа уг өвчнийг олсон байжээ.	2	0			
803ac9a2175c5faa6100a91e4f4e3b079d5a02ad3f993727ca115a52c64f959bfb09f1b783555d21b0fc24ea586a217ed907f8013a3417140583f9c26ca6617e	common_voice_mn_18606197.mp3	Багш нимгэн дэвтрийг дундуур нь огтлон тал тал дэвтэр бидэнд тавьж өгнө.	2	0			
862f7bcc43f80d8754e5a2eb7b8b2049d30f9ad96ce8b1624e21a70567a9a6ae6b78bc3c223ac1e42998509241d11b98b66efc327c3a00f1e12d214cd0621bf2	common_voice_mn_18577224.mp3	Мөн тэр хатуу хүмүүжлийн үзэл санаа дэвшүүлсэн.	2	0			
862f7bcc43f80d8754e5a2eb7b8b2049d30f9ad96ce8b1624e21a70567a9a6ae6b78bc3c223ac1e42998509241d11b98b66efc327c3a00f1e12d214cd0621bf2	common_voice_mn_18577225.mp3	Энэ үеэр олон улсад хүлээн зөвшөөрөгдсөн шийдлийг боловсруулахын чухлыг онцолж байлаа.	2	1			
862f7bcc43f80d8754e5a2eb7b8b2049d30f9ad96ce8b1624e21a70567a9a6ae6b78bc3c223ac1e42998509241d11b98b66efc327c3a00f1e12d214cd0621bf2	common_voice_mn_18577226.mp3	Балба улсын хонины хишиг нь их буюу.	3	2			
a18b5df628d91ed523fca4fd734e34ac98fb0f0ccc2414d01fd4f16a4903727f8d661d2dcdbf55e839f3f3385e08bce4528a15d1642c004a765d4cedea6acf68	common_voice_mn_18577596.mp3	Мелоне америкийн эмэгтэйчүүд түүний ажлыг ямар их сонирхож, өөрөөр нь хэрхэн бахархдаг тухай хэлэв.	2	1			
a18b5df628d91ed523fca4fd734e34ac98fb0f0ccc2414d01fd4f16a4903727f8d661d2dcdbf55e839f3f3385e08bce4528a15d1642c004a765d4cedea6acf68	common_voice_mn_18577597.mp3	Би өөрийнхөө ирээдүйн тухайд ч барин тавин хэлэх юм алга.	2	1			
a18b5df628d91ed523fca4fd734e34ac98fb0f0ccc2414d01fd4f16a4903727f8d661d2dcdbf55e839f3f3385e08bce4528a15d1642c004a765d4cedea6acf68	common_voice_mn_18577598.mp3	Хөх тэнгэр одоо аварга хонх боллоо.	2	1			
aaee5886c0f46a05183c690e89a472fa3188c2607508f8a38f8dc9f29d26668039ceaa84368dc29dbbc32eee9e2afffb9565c5c192dbece15fb8b041630a34a3	common_voice_mn_18577518.mp3	"Монгол хэлнээ ""төгс"" хэмээх сайн сайхны бэлгэт үг бий."	2	0			
aaee5886c0f46a05183c690e89a472fa3188c2607508f8a38f8dc9f29d26668039ceaa84368dc29dbbc32eee9e2afffb9565c5c192dbece15fb8b041630a34a3	common_voice_mn_18577520.mp3	Аливаа гай барцдыг очроор огтлох лугаа адил дарж чаддаг хэмээн сүсэглэдэг.	2	1			
aaee5886c0f46a05183c690e89a472fa3188c2607508f8a38f8dc9f29d26668039ceaa84368dc29dbbc32eee9e2afffb9565c5c192dbece15fb8b041630a34a3	common_voice_mn_18577521.mp3	Учир нь тэндэх нэгдлийн эрдэнэ шишийн ургац аймаг даяар шагшигдаж байлаа.	2	0			
b2f9aa2b3aee2b366694511102e8ac5b0adcae84672d3d14d7a02202f7399a38d7a0b904987c664db89ddc361f53a7f3eafbb0d5c790fe48da25a0e6ab1a985a	common_voice_mn_18967742.mp3	Лалын шашинт орнуудаас ирсэн цагаачид өсөж үржсээр төрөлтөөрөө Герман иргэдээс хол давжээ.	2	0			
b2f9aa2b3aee2b366694511102e8ac5b0adcae84672d3d14d7a02202f7399a38d7a0b904987c664db89ddc361f53a7f3eafbb0d5c790fe48da25a0e6ab1a985a	common_voice_mn_18967743.mp3	Тэр хэтэрхий их пиво хэт хурдан уужээ.	2	0			
b2f9aa2b3aee2b366694511102e8ac5b0adcae84672d3d14d7a02202f7399a38d7a0b904987c664db89ddc361f53a7f3eafbb0d5c790fe48da25a0e6ab1a985a	common_voice_mn_18967744.mp3	Өвгөнийг ийн хуучилж байх зуур шуурга намджээ.	2	0			
c7361978f29af09f095418b258364253d1fc5db76c94978818632cc3ae3f26a5530a517d16049476b8b6cdd6e85f36cb72e778446bc47f146ff779ef9bd61a45	common_voice_mn_18934896.mp3	Дотор эрхтэн дээр үүссэн үхжилүүд элэг, бөөр, уушгины цирроз, хатууралт өөрчлөлт үүсгэдэг.	2	0			
c7361978f29af09f095418b258364253d1fc5db76c94978818632cc3ae3f26a5530a517d16049476b8b6cdd6e85f36cb72e778446bc47f146ff779ef9bd61a45	common_voice_mn_18934898.mp3	Юун их гал вэ энэ чинь.	2	0			
c7361978f29af09f095418b258364253d1fc5db76c94978818632cc3ae3f26a5530a517d16049476b8b6cdd6e85f36cb72e778446bc47f146ff779ef9bd61a45	common_voice_mn_18934899.mp3	Захирал тантай уулзах гэж ёстой л солиотой юм шиг яарч байна.	2	0			
cf76934f1a8bdf04ce8e48752d28b6f314c1af6fe310aa06d150493a8f3b3fdc6f3b286f4db97f88e3b08952332b055a96bb3d24503b1dc09ff7d72ceea19b29	common_voice_mn_18986549.mp3	Эр ботгоор нь буур тавина гэж аав хөөрдөг байв.	2	0			
cf76934f1a8bdf04ce8e48752d28b6f314c1af6fe310aa06d150493a8f3b3fdc6f3b286f4db97f88e3b08952332b055a96bb3d24503b1dc09ff7d72ceea19b29	common_voice_mn_18986550.mp3	Одоохон буулгаад өгье гээд охиноо газар буулгалаа.	2	0			
cf76934f1a8bdf04ce8e48752d28b6f314c1af6fe310aa06d150493a8f3b3fdc6f3b286f4db97f88e3b08952332b055a96bb3d24503b1dc09ff7d72ceea19b29	common_voice_mn_18986552.mp3	Үүнтэй адил Бурхан багшийн сургаалыг анхааралтайяа сонсдог хүн биеэ гамнаж хайрлах ёстой юм.	2	0			
dcae7ad491428d8ce8bb165642e9d80a1b1c371fb5a230635e6a030d4c88838eb957b2e76bff2bd10c15e28c4817ad089c286833ec45906828338aebf07a19c5	common_voice_mn_18580167.mp3	Үгүй ингэхэд дөрөвдүгээр ангийн хоёр багш маань жаахан түнжин муутай байна уу даа.	2	0			
dcae7ad491428d8ce8bb165642e9d80a1b1c371fb5a230635e6a030d4c88838eb957b2e76bff2bd10c15e28c4817ad089c286833ec45906828338aebf07a19c5	common_voice_mn_18580168.mp3	Би бодож болох гэсэн зүйлээ олсон ч үгүй нам унтчихжээ.	2	0			
dcae7ad491428d8ce8bb165642e9d80a1b1c371fb5a230635e6a030d4c88838eb957b2e76bff2bd10c15e28c4817ad089c286833ec45906828338aebf07a19c5	common_voice_mn_18580170.mp3	Ар тэнхмийн зүүн цомцогт тахиж бүхий авдар болно.	2	0			
0005ebd4653312ac937a254b2d600bde68a38d779daa9140afa98442807a4a0ab90ce19d97b706292091a6ee2266f8445a9e1d7605f514794a52848360d06cd8	common_voice_mn_18577195.mp3	Намайг хэн гэдгийг мэднэ биз дээ?	2	0			
0005ebd4653312ac937a254b2d600bde68a38d779daa9140afa98442807a4a0ab90ce19d97b706292091a6ee2266f8445a9e1d7605f514794a52848360d06cd8	common_voice_mn_18577198.mp3	Тэд ч бас юу хийж чадах билээ?	2	1			
0005ebd4653312ac937a254b2d600bde68a38d779daa9140afa98442807a4a0ab90ce19d97b706292091a6ee2266f8445a9e1d7605f514794a52848360d06cd8	common_voice_mn_18577199.mp3	Заантай нууц гэдэг нь энэ байж.	2	0			
0005ebd4653312ac937a254b2d600bde68a38d779daa9140afa98442807a4a0ab90ce19d97b706292091a6ee2266f8445a9e1d7605f514794a52848360d06cd8	common_voice_mn_18595203.mp3	Та ер нь ухаан орсоор нутагтаа очсон уу?	2	1			
0792ac043451ce49fe4255b1f518ac74d4eaf8475fd133a6600c6d227cc06405cb14aa32a42813f3e2e61315ea127aa86e124465413651bf39d7a050fe29a3b0	common_voice_mn_18580489.mp3	Шинээр гарч буй утаснуудад гарч буй нэг шинэчлэл дэвшил бол селфи камер юм.	2	0			
0792ac043451ce49fe4255b1f518ac74d4eaf8475fd133a6600c6d227cc06405cb14aa32a42813f3e2e61315ea127aa86e124465413651bf39d7a050fe29a3b0	common_voice_mn_18580490.mp3	Аавын өгсөн нэг төгрөг чинь ийм олон хуушуур болдог юм уу?	2	0			
0792ac043451ce49fe4255b1f518ac74d4eaf8475fd133a6600c6d227cc06405cb14aa32a42813f3e2e61315ea127aa86e124465413651bf39d7a050fe29a3b0	common_voice_mn_18580491.mp3	Нэг удаагийн гялгар уут хэрэглэхийг дэлхийн олон оронд хориглож эхэлжээ.	2	0			
0792ac043451ce49fe4255b1f518ac74d4eaf8475fd133a6600c6d227cc06405cb14aa32a42813f3e2e61315ea127aa86e124465413651bf39d7a050fe29a3b0	common_voice_mn_18580492.mp3	Үнэнээ хэлсэн чинь дээр байх шүү.	2	0			
134817c6c459917a615fefecb0ff606b48d02620fd03228001fdc825ab84e87f6ae3a9c5f4068074aad386025b5ae807f9c06b5b11563617e12217c9f3aa6647	common_voice_mn_18595234.mp3	Нүүдлийн араас яаран шогштол зам дээр нэг авдар байна.	2	0			
134817c6c459917a615fefecb0ff606b48d02620fd03228001fdc825ab84e87f6ae3a9c5f4068074aad386025b5ae807f9c06b5b11563617e12217c9f3aa6647	common_voice_mn_18595235.mp3	Их цэрэг нутгаа санаж чилж гүйцлээ.	2	0			
134817c6c459917a615fefecb0ff606b48d02620fd03228001fdc825ab84e87f6ae3a9c5f4068074aad386025b5ae807f9c06b5b11563617e12217c9f3aa6647	common_voice_mn_18595236.mp3	Чи чинь үүд хаалга хэмх татчих гээд юү болохоороо ингэж сандарч явдаг байна!	2	0			
134817c6c459917a615fefecb0ff606b48d02620fd03228001fdc825ab84e87f6ae3a9c5f4068074aad386025b5ae807f9c06b5b11563617e12217c9f3aa6647	common_voice_mn_18595238.mp3	Сурагчдыг автомашинаас нь багш тосож авдаг болсон нь түгжрэлийг бууруулах шийдлийн нэг юм.	2	0			
197168c9fdc817eef97a3cf5f6aa736f5da2dde7a9c9480ecfc02ccc305b7077e6a0585b2a215bcbc6a39f70047423d9a224bbf483370fdae20f29277b3c0c54	common_voice_mn_18588321.mp3	Халдварын ихэнх тохиолдол вирусийн халдвар тархсан орнуудад зорчсон хүмүүсээс эхтэй юм.	2	1			
197168c9fdc817eef97a3cf5f6aa736f5da2dde7a9c9480ecfc02ccc305b7077e6a0585b2a215bcbc6a39f70047423d9a224bbf483370fdae20f29277b3c0c54	common_voice_mn_18588322.mp3	Мэргэд цусны хатан буулгаж Бөртийн сэтгэлийг шархлуулсандаа Тэмүжин өнөө болтол шаналсаар байжээ.	2	1			
197168c9fdc817eef97a3cf5f6aa736f5da2dde7a9c9480ecfc02ccc305b7077e6a0585b2a215bcbc6a39f70047423d9a224bbf483370fdae20f29277b3c0c54	common_voice_mn_18588323.mp3	Тэгсэн ч гэсэн яадаг юм бэ?!	2	0			
197168c9fdc817eef97a3cf5f6aa736f5da2dde7a9c9480ecfc02ccc305b7077e6a0585b2a215bcbc6a39f70047423d9a224bbf483370fdae20f29277b3c0c54	common_voice_mn_18588324.mp3	Тиймээс үргэлж эерэг хариу үйлдэл хийхийн тулд хичээгээрэй.	2	1			
20a49c49b06f4d9ed7e9e778b8c589acc86f0e84e99f26009dac8d232a0b9b3c35ac3c26dc47c2b843c3f4f79ca47a46e246fa0bb3b6adc700e63dcae38e2c78	common_voice_mn_18930073.mp3	бодсон дээр байх гэж шууд хэлэв Биднийг дүүжилнэ гэнэ ээ нээрэн үнэн юм.	2	0			
20a49c49b06f4d9ed7e9e778b8c589acc86f0e84e99f26009dac8d232a0b9b3c35ac3c26dc47c2b843c3f4f79ca47a46e246fa0bb3b6adc700e63dcae38e2c78	common_voice_mn_18930075.mp3	Цаг долоон цаг гучин минтыг зааж байлаа.	2	0			
20a49c49b06f4d9ed7e9e778b8c589acc86f0e84e99f26009dac8d232a0b9b3c35ac3c26dc47c2b843c3f4f79ca47a46e246fa0bb3b6adc700e63dcae38e2c78	common_voice_mn_18930076.mp3	Уг форумын үеэр бизнест хэрэгтэй, оюун санааны инновацыг тэтгэсэн зүйлүүд нэлээд яригдсан.	2	0			
20a49c49b06f4d9ed7e9e778b8c589acc86f0e84e99f26009dac8d232a0b9b3c35ac3c26dc47c2b843c3f4f79ca47a46e246fa0bb3b6adc700e63dcae38e2c78	common_voice_mn_18930077.mp3	Харин чи арай эрт бэр авчирч байгаа юм биш үү?	2	1			
23e3d87ec15154ca68fd9dc7c6a48291904cd41aa847975c9363601ee5f495d91eab231d932d32d4236bbad654600003f19e01be44c0706b536c17817fb41f86	common_voice_mn_18577314.mp3	Өөрийг нь суллавал сая саяын хөрөнгө өгнө гэж ярьдаг байж.	2	0			
23e3d87ec15154ca68fd9dc7c6a48291904cd41aa847975c9363601ee5f495d91eab231d932d32d4236bbad654600003f19e01be44c0706b536c17817fb41f86	common_voice_mn_18577315.mp3	Байгал амиа хорлох гэсэн гэв үү та?	2	1			
23e3d87ec15154ca68fd9dc7c6a48291904cd41aa847975c9363601ee5f495d91eab231d932d32d4236bbad654600003f19e01be44c0706b536c17817fb41f86	common_voice_mn_18577316.mp3	Ухамсартай байснаар бид зуршлын энергийг таньж түүний биднийг эзэмдэхээс урьдчилан сэргийлж чадна.	2	0			
